mn72JojnKT8Zb4oVa0mM,DataDog,5600,Workplace Wellbeing Optimization,5/31/2024,11/9/2024,"WorkplaceWellbeing, EmployeeWellbeing, HealthAndWellness, Optimization, CorporateWellbeing","Optimizing workplace wellbeing at DataDog through a project that includes mental health support initiatives, stress management programs, and resources to promote overall employee wellbeing within the workplace."
DISy7keZ8a9H0mn2J6W2,Nvidia,2400,Innovation and Creativity Enhancement,10/24/2023,12/18/2024,"Innovation, Creativity, Training, ProfessionalDevelopment, Leadership","Enhancing innovation and creativity at Nvidia through a project that includes innovation workshops, ideation sessions, and initiatives to foster a culture of creativity and innovation within the organization."
bI0ogPVily7OX9g9ezbd,AbbVie,4800,Healthcare Access Enhancement,3/24/2024,10/17/2024,"HealthcareAccess, EmployeeWellbeing, HealthAndWellness, Benefits, CorporateResponsibility","Enhancing access to healthcare through community partnerships, awareness campaigns, and initiatives that improve healthcare services and support underserved communities."
ArwBxDOPAPGFy19nn2Hh,Nintendo,3200,Gaming for Education Empowerment,10/12/2023,5/16/2024,"Gaming, Education, Entrepreneurship, TechnologyEducation, SocialMedia","Empowering education through gaming by supporting initiatives that leverage Nintendo's gaming platforms to enhance learning experiences, foster creativity, and promote inclusive educational content."
O8fjomU38fKIV9nvqRTm,Unity,7200,Inclusive Virtual Community Building,10/5/2023,3/1/2024,"InclusiveCommunity, DiversityAndInclusion, SocialMedia, Entrepreneurship, Networking","Building an inclusive virtual community through Unity's platforms, focusing on fostering diversity, equity, and inclusion within the gaming and virtual reality spaces to create a welcoming environment for all."
VI4Sm0B9Qt5BhPJZi7pW,Roblox,4000,Creativity and Inclusivity in Virtual Worlds,11/10/2023,9/9/2024,"Creativity, Inclusivity, DiversityAndInclusion, Entrepreneurship, SocialMedia","Promoting creativity and inclusivity in virtual worlds by launching initiatives that encourage diverse content creation, storytelling, and experiences within the Roblox gaming platform."
1x639bsEk4MnTkfKsPZ0,American Airlines,2400,Sustainable Travel and Environmental Responsibility,1/6/2023,3/11/2023,"SustainableTravel, EnvironmentalResponsibility, EcoFriendly, CorporateResponsibility, International","Promoting sustainable travel and environmental responsibility by implementing initiatives that reduce carbon footprint, support eco-friendly practices, and contribute to a greener aviation industry."
R5J1pf481csOhsXbZoWB,Delta Airlines,8000,Passenger Well-being and Inclusive Travel,6/17/2024,11/13/2024,"PassengerWellbeing, InclusiveTravel, Wellness, International, Healthcare","Prioritizing passenger well-being and inclusivity in travel by launching initiatives that enhance customer experiences, promote accessibility, and ensure a positive journey for all Delta Airlines passengers."
rUtreAvx8vpzJlOgWPq8,Jet Blue,4000,Eco-Friendly Travel Exploration,2/15/2024,4/4/2024,"EcoFriendly, TravelExploration, Sustainability, CorporateResponsibility, International","Promoting eco-friendly travel through initiatives that explore and implement sustainable travel options, reduce environmental impact, and contribute to a more sustainable and responsible travel industry."
9l5F8RA68fZKkMijMG7k,Southwest Airlines,2400,Community and Local Partnerships,3/19/2023,2/4/2024,"CommunityPartnerships, Philanthropy, CorporateResponsibility, Networking, SocialMedia","Strengthening community ties through local partnerships and community engagement initiatives that support social causes, enhance community well-being, and contribute to positive social impact."
UomtM1n2RFHJONdB7j7g,AT&T,5600,Digital Inclusion and Accessible Telecommunications,1/29/2023,6/15/2023,"DigitalInclusion, Telecommunications, Accessibility, Networking, SocialMedia","Promoting digital inclusion and accessible telecommunications by launching initiatives that bridge the digital divide, enhance accessibility, and ensure that telecommunication services are accessible to all."
tikJii6NavGxuAF3OPQp,Verizon,3200,Connectivity for All,5/18/2024,12/18/2024,"ConnectivityForAll, Telecommunications, DigitalInclusion, Networking, SocialMedia","Ensuring connectivity for all through initiatives that focus on expanding access to reliable communication services, connecting underserved communities, and bridging the digital divide."
F9zmxij0hPfkxyjSFsFL,T-Mobile,1600,Digital Literacy Empowerment,9/29/2023,11/2/2024,"DigitalLiteracy, Entrepreneurship, TechnologyEducation, Networking, SocialMedia","Empowering communities through digital literacy initiatives that provide resources, training, and support to enhance digital skills, ensuring that individuals can fully participate in the digital era."
wyTFLyWdfMJqag3zBJGK,Bath & Body Works Inc,6400,Well-being and Self-Care Awareness,11/28/2023,10/2/2024,"Wellbeing, SelfCare, HealthAndWellness, CorporateWellbeing, SocialMedia","Promoting well-being and self-care awareness within the workplace by launching initiatives that focus on employee mental health, self-care practices, and creating a positive and supportive work environment."
LBXn0G7gsIjqLxag9iWP,Berkshire Hathaway,8800,Community Investment and Philanthropy,1/22/2024,5/30/2024,"CommunityInvestment, Philanthropy, CorporateResponsibility, Networking, SocialMedia","Strengthening communities through strategic investments and philanthropic endeavors that address local needs, support education, and contribute to the overall well-being of communities."
hV3mBC0Riz9GhudfoEej,CarMax,3200,Sustainable Transportation Awareness,3/2/2023,7/7/2023,"SustainableTransportation, EnvironmentalResponsibility, CorporateResponsibility, International, Transportation","Raising awareness about sustainable transportation options through initiatives that focus on promoting eco-friendly commuting choices, reducing environmental impact, and supporting sustainable mobility."
qQwixFFsYkeTsNraTEVb,Toyota,3200,Sustainable Mobility for All,3/21/2023,5/28/2023,"SustainableMobility, EnvironmentalResponsibility, CorporateResponsibility, International, Transportation","Advancing sustainable mobility for all by launching initiatives that promote eco-friendly transportation solutions, support accessibility, and contribute to creating a more sustainable and inclusive transportation landscape."
QDmwluHFI2v0uVe4pi9e,Dell Technologies,4800,Digital Inclusion and Accessibility,9/10/2023,10/15/2024,"DigitalInclusion, Accessibility, TechnologyEducation, Networking, SocialMedia","Promoting digital inclusion and accessibility through initiatives that focus on making technology more accessible, bridging the digital divide, and ensuring that digital resources are available to everyone."
rH4yYujQ4FylV1aCh78O,Ford Motor Company,4000,Electric Vehicles for Environmental Sustainability,10/5/2023,10/22/2024,"ElectricVehicles, EnvironmentalSustainability, Sustainability, CorporateResponsibility, Transportation","Promoting environmental sustainability through the adoption of electric vehicles, launching initiatives that focus on raising awareness, increasing accessibility, and contributing to a greener transportation future."
gHuzZw8UWTHcoqaOKmT2,Fox Corporation,6400,Media Literacy and Positive Content Consumption,1/14/2024,3/9/2024,"MediaLiteracy, PositiveContentConsumption, TechnologyEducation, Networking, SocialMedia","Promoting media literacy and positive content consumption through initiatives that educate users, support digital literacy programs, and ensure that media content contributes positively to society."
byhOm7ERxIFVxLuHRjTc,Intel,6400,Technology Education and Access,12/9/2023,5/17/2024,"TechnologyEducation, Access, DigitalInclusion, Networking, SocialMedia","Advancing technology education and access by launching initiatives that provide resources, support educational programs, and ensure that technology is accessible to individuals of all backgrounds and abilities."
4lwkHyqy7A4z6B9X9cEX,Lowe's,8800,Sustainable Practices in Retail,4/23/2024,7/29/2024,"SustainablePractices, EnvironmentalResponsibility, CorporateResponsibility, International, Retail","Implementing sustainable practices in retail through initiatives that focus on reducing environmental impact, promoting eco-friendly products, and contributing to a more sustainable and responsible retail industry."
WR6gSFUNZdb7ep514rpz,Costco,4000,Responsible Marketing and Ethical Membership,9/20/2023,6/28/2024,"ResponsibleMarketing, EthicalMembership, Marketing, CorporateResponsibility, Membership","Promoting responsible marketing and ethical membership practices through initiatives that prioritize transparency, ethical business practices, and responsible marketing strategies within the membership program."
ne7GCO6l1pRuEp85498g,PepsiCo,4000,Sustainable Product Innovation,2/5/2023,1/20/2024,"SustainableProductInnovation, Innovation, EnvironmentalResponsibility, CorporateResponsibility, International","Driving sustainable product innovation through initiatives that focus on developing environmentally friendly products, reducing ecological impact, and contributing to a more sustainable and responsible product landscape."
AyqftAgrhzPGi2PXLcqs,Coca Cola,3200,Community Well-being and Environmental Stewardship,10/8/2023,4/26/2024,"CommunityWellbeing, EnvironmentalStewardship, CorporateResponsibility, SocialMedia, Networking","Prioritizing community well-being and environmental stewardship through initiatives that support local communities, enhance environmental conservation efforts, and contribute to positive social and environmental impact."
VLHdq8CxkqLboWvLbHfB,Proctor & Gamble,7200,Responsible Consumer Practices,7/3/2023,3/2/2024,"ResponsibleConsumerPractices, CorporateResponsibility, Sustainability, SocialMedia, Networking","Promoting responsible consumer practices through initiatives that educate consumers, prioritize ethical product choices, and contribute to a more responsible and sustainable consumer landscape."
k28azTriTrst84SL04F4,Pfizer,5600,Healthcare Access and Medical Outreach,12/9/2023,12/8/2024,"HealthcareAccess, MedicalOutreach, Philanthropy, CorporateResponsibility, HealthAndWellness","Improving healthcare access and medical outreach through initiatives that focus on providing healthcare resources, supporting medical programs, and contributing to improved healthcare access in rural communities."
ip5TlDgXZJQoeRK0RVie,Google,6400,AI-powered Search Algorithm Enhancement Project,8/11/2023,1/23/2024,"MachineLearning, DataAnalysis, SearchAlgorithm, UserExperience, Optimization","AI-powered Search Algorithm Enhancement Project (Google): Google is seeking candidates with expertise in machine learning, natural language processing, and search algorithms. Successful candidates will be responsible for analyzing user search behavior, implementing machine learning models, and optimizing algorithms to enhance search result relevance and user satisfaction."
dIcVS1Nc9bsu6HIuTZuK,Yahoo,3200,Revamp of Personalized Content Recommendation System Project,4/27/2024,6/14/2024,"MachineLearning, DataAnalysis, RecommendationSystem, Personalization, Engagement","Revamp of Personalized Content Recommendation System Project (Yahoo): Yahoo is looking for candidates skilled in recommendation system algorithms and data analytics. The selected individuals will collaborate on refining algorithms, analyzing user interaction data, and implementing improvements to deliver more personalized and engaging content recommendations to Yahoo's diverse user base."
msINB5TDYYgYZdchwb5T,Raytheon,7200,Cybersecurity Threat Intelligence Initiative,6/29/2023,8/27/2024,"Software, Networking, Security, DevOps, RiskMitigation","Cybersecurity Threat Intelligence Initiative (Raytheon): Raytheon is in search of cybersecurity experts with proficiency in threat intelligence analysis and network security. The chosen candidates will work on identifying and mitigating cyber threats, developing intelligence-driven security strategies, and implementing measures to safeguard Raytheon's digital assets."
HW5q5pBI8xeWvTlz96X6,Boeing,7200,Aerospace Innovation and Design Project,4/19/2023,12/10/2023,"Software, DevOps, AerospaceInnovation, Engineering, Prototyping","Aerospace Innovation and Design Project (Boeing): Boeing is seeking aerospace engineers and innovators with a background in aircraft design and technology. Successful candidates will contribute to the development of cutting-edge aerospace solutions, from conceptualization to prototyping, pushing the boundaries of innovation in the aviation industry."
Hn3kQTqhwnbZtRZT6Z26,HubSpot,9600,Digital Marketing Strategy Optimization Project,1/30/2023,12/6/2024,"Marketing, DataAnalysis, StrategyOptimization, UserEngagement, MarketingCampaigns","Digital Marketing Strategy Optimization Project (HubSpot): HubSpot is looking for candidates with expertise in digital marketing, analytics, and strategy. The selected individuals will play a key role in optimizing marketing campaigns, analyzing user engagement data, and implementing strategies to enhance the overall effectiveness of HubSpot's digital marketing initiatives."
OUebTDmZvMkDoo9lCVQd,Apple,9600,iOS App Development Challenge,3/24/2023,7/16/2023,"Mobile, iOS, GameDev, UIUX, Creativity",iOS App Development Challenge (Apple): Apple is inviting iOS developers with a passion for innovation and app development to participate in the challenge. Candidates will have the opportunity to showcase their creativity and technical skills by designing and developing innovative iOS applications that align with Apple's commitment to excellence and user experience.
4bxwm24CDK0oXwIWNtOP,Microsoft,4800,Azure Cloud Solutions Implementation Project,4/29/2024,11/6/2024,"Cloud, DevOps, Software, Optimization, CrossFunctionalCollaboration","Azure Cloud Solutions Implementation Project (Microsoft): Microsoft is looking for cloud architects and engineers experienced in Azure solutions. Candidates will be responsible for implementing and optimizing cloud-based solutions, collaborating with cross-functional teams, and ensuring the successful deployment of Azure services to meet Microsoft's evolving business needs."
qLLuNY8TZ97fpulRrj70,Uber,3200,Optimizing Route Efficiency and Navigation Project,1/27/2024,11/20/2024,"DataAnalysis, Optimization, TransportationServices, RouteOptimization, Navigation","Optimizing Route Efficiency and Navigation Project (Uber): Uber is seeking candidates with expertise in route optimization, data analytics, and navigation systems. Successful candidates will contribute to improving the efficiency of Uber's transportation services by analyzing data, implementing optimization algorithms, and enhancing navigation features for both drivers and riders."
jPjSOGWauiwCeYSuJ0qG,Tesla,8000,Green Energy Integration and Sustainability Project,8/2/2023,10/3/2024,"Philanthropy, Software, DevOps, GreenEnergyIntegration, EnvironmentalEngineering","Green Energy Integration and Sustainability Project (Tesla): Tesla is looking for candidates with a background in renewable energy, sustainability, and environmental engineering. Successful candidates will work on integrating green energy solutions, optimizing energy efficiency, and contributing to Tesla's mission of sustainable transportation and energy."
LK5skjV3BxUYzKROvZYJ,BCG,4800,Strategic Management Consulting Engagement,2/16/2023,6/17/2024,"Consulting, Software, DevOps, StrategicManagement, BusinessAnalysis","Strategic Management Consulting Engagement (BCG): BCG is seeking management consultants with expertise in strategic planning, organizational optimization, and business analysis. Successful candidates will engage with clients, analyze business processes, and provide strategic recommendations to drive efficiency and success in a variety of industries."
LGFImewZFqPXq8T44fF7,Deloitte,9600,Blockchain Integration for Financial Services Project,5/6/2023,7/24/2023,"Software, Security, BlockchainIntegration, FinancialServices, FeasibilityStudies","Blockchain Integration for Financial Services Project (Deloitte): Deloitte is looking for candidates with expertise in blockchain technology and financial services. The selected individuals will contribute to the implementation of blockchain solutions, conduct feasibility studies, and collaborate with financial institutions to enhance security and efficiency in their operations."
kUu86M4eVhPgt0qwrjMf,PWC,5600,Data Analytics and Visualization Initiative,3/13/2024,11/19/2024,"DataAnalysis, Statistics, BusinessWriting, Tableau, PowerBI","Data Analytics and Visualization Initiative (PwC): PwC is seeking candidates with strong skills in data analytics, visualization, and business intelligence. Candidates will play a crucial role in developing and implementing data analytics solutions for a diverse pool of client needs, providing insights to clients and senior consultants, and contributing to PwC's commitment to data-driven decision-making."
EdemlhJJtxzKq8qBI2od,KPMG,2400,Risk Management and Compliance Initiative,9/30/2023,12/24/2024,"Consulting, Software, RiskManagement, Compliance, StrategyImplementation","Risk Management and Compliance Initiative (KPMG): KPMG is looking for risk management and compliance experts with a background in audit and regulatory compliance. Candidates will be involved in assessing risks, developing compliance frameworks, and implementing strategies to ensure adherence to regulatory standards in various industries."
sGKyYLyYelS4ZFnMR422,WordPress,8000,Website Development and Customization Project,1/30/2023,9/10/2023,"WebDev, WordPress, WebsiteDevelopment, Customization, WebDesign","Website Development and Customization Project (WordPress): WordPress is seeking web developers and designers proficient in website development and customization. Successful candidates will contribute to the creation and customization of websites, ensuring a seamless and user-friendly experience for WordPress users across diverse industries."
xaJrZxp0h3gXxuZ4oj7y,LinkedIn,3200,Professional Networking Platform Enhancement Project,8/3/2023,3/26/2024,"Software, Backend, Database, Networking, ProfessionalNetworking","Professional Networking Platform Enhancement Project (LinkedIn): LinkedIn is seeking candidates with expertise in backend development, database management, and user experience design. Successful candidates will be tasked with enhancing the platform's features, optimizing database performance, and implementing user-friendly interfaces to elevate the professional networking experience for LinkedIn users."
ACr6B81f3WE9zCSiv1AB,Citadel,5600,Algorithmic Trading Strategy Enhancement Project,2/23/2024,6/14/2024,"Statistics, MachineLearning, Python, QuantitativeAnalysis, AlgorithmicTrading","Algorithmic Trading Strategy Enhancement Project (Citadel): Citadel is looking for quantitative analysts and algorithmic trading experts with strong programming skills in languages like Python and experience in financial modeling. The project involves refining algorithmic trading strategies, conducting in-depth market analysis, and implementing enhancements to optimize trading performance and profitability."
HL01hO7KoIItW9x0KmHp,Goldman Sachs,8000,Financial Portfolio Optimization Initiative,7/23/2023,8/22/2023,"Software, DataAnalysis, Finance, PortfolioManagement, InvestmentStrategies","Financial Portfolio Optimization Initiative (Goldman Sachs): Goldman Sachs is seeking candidates with a background in finance, data analytics, and portfolio management. The project focuses on optimizing financial portfolios, leveraging data-driven insights to enhance investment strategies, and ensuring the efficient allocation of assets to maximize returns within the project timeline."
MJNRALv12ZClvZDiajTD,Sig,4000,Quantitative Research and Modeling Challenge,4/4/2024,10/18/2024,"Statistics, MachineLearning, DataAnalysis, QuantitativeResearch, StatisticalModeling","Quantitative Research and Modeling Challenge (Sig): Sig is looking for candidates skilled in quantitative research, statistical modeling, and data analysis. The challenge involves tackling real-world quantitative problems, applying modeling techniques, and presenting innovative solutions to complex financial scenarios."
b3fbJWqYv5xc9xTlhSON,2Sig,2400,Statistical Arbitrage and Market Analysis Project,4/10/2023,10/26/2024,"Statistics, MachineLearning, DataAnalysis, StatisticalArbitrage, TradingPerformance","Statistical Arbitrage and Market Analysis Project (2Sig): 2Sig is in search of candidates with expertise in statistical arbitrage, market analysis, and algorithmic trading. The project entails conducting in-depth statistical analysis of market trends, developing arbitrage strategies, and implementing algorithmic solutions to optimize trading performance."
t26EaFDkGpgU1gvhryX8,Bank of America,6400,Digital Banking User Experience Improvement Project,7/24/2023,12/18/2024,"UIUX, Frontend, UXDesign, DigitalBanking, DesignEnhancements","Digital Banking User Experience Improvement Project (Bank of America): Bank of America is seeking candidates with a background in UX/UI design, digital banking, and customer experience. The project focuses on improving the user experience of digital banking platforms, implementing design enhancements, and ensuring a seamless and intuitive interface for customers."
Tt4XqVzz1jWueP27x4cA,HuggingFace,8800,Natural Language Processing Model Development Project,12/3/2023,6/24/2024,"MachineLearning, NLP, LanguageUnderstanding, TechnologyAdvancement, StateOfTheArt","Natural Language Processing Model Development Project (HuggingFace): HuggingFace is looking for candidates skilled in natural language processing (NLP) and machine learning. The project involves developing and optimizing NLP models, enhancing language understanding capabilities, and contributing to the advancement of state-of-the-art language processing technologies."
mn72JojnKT8Zb4oVa0mM,DataDog,6400,Cloud Infrastructure Monitoring and Optimization Project,1/7/2024,6/14/2024,"Cloud, DevOps, Software, OptimizationStrategies, CloudInfrastructure","Cloud Infrastructure Monitoring and Optimization Project (DataDog): DataDog is seeking candidates with expertise in cloud infrastructure, monitoring tools, and optimization strategies. The project involves implementing and optimizing cloud infrastructure monitoring solutions, ensuring the efficiency and reliability of cloud-based services within the specified project timeline."
DISy7keZ8a9H0mn2J6W2,Nvidia,6400,GPU Accelerated Machine Learning Project,8/31/2023,9/2/2024,"Statistics, MachineLearning, DataAnalysis, GPUAcceleration, ComputingAdvancements",GPU Accelerated Machine Learning Project (Nvidia): Nvidia is looking for candidates with a strong background in embeded computing to optimize quantized models on our cloud computing platform. We will be dealing extnsively with 3D CAD modeling and Simulink testing environment.
bI0ogPVily7OX9g9ezbd,AbbVie,4800,Pharmaceutical Research and Development Initiative,3/17/2024,8/3/2024,"Healthcare, Research, DataAnalysis, PharmaceuticalResearch, DrugDevelopment","Pharmaceutical Research and Development Initiative (AbbVie): AbbVie is seeking candidates with experience in pharmaceutical research, data analysis, and drug development. The initiative involves conducting data anlaysis on OMIC data for ALS and other schlerosis diseases."
ArwBxDOPAPGFy19nn2Hh,Nintendo,5600,Game Development and Innovation Challenge,1/3/2024,2/2/2024,"GameDev, Software, Creativity, GameDevelopment, InnovationChallenge",Game Development and Innovation Challenge (Nintendo): Nintendo is looking for game developers and innovators with creativity and technical skills. The challenge involves designing and developing innovative games for the Nintendo Switch platform. 
O8fjomU38fKIV9nvqRTm,Unity,2400,Augmented Reality Application Development Project,3/13/2024,7/26/2024,"GameDev, Software, ARApplicationDevelopment, 3DModeling, GameDesign","Augmented Reality Application Development Project (Unity): Unity is seeking candidates with experience in augmented reality (AR) application development, 3D modeling, and game design. The project entails developing AR applications in specifically race car simulators."
VI4Sm0B9Qt5BhPJZi7pW,Roblox,4800,Virtual World Creation and Game Design Challenge,10/1/2023,3/9/2024,"GameDev, Software, VirtualWorldCreation, Creativity, Innovation","Virtual World Creation and Game Design Challenge (Roblox): Roblox is looking for game developers and designers to participate in a challenge focused on virtual world creation. Candidates will be tasked with designing innovative virtual environments, developing engaging gameplay mechanics, and contributing to the creativity and diversity of the Roblox gaming platform."
1x639bsEk4MnTkfKsPZ0,American Airlines,2400,Airline Operations Optimization Initiative,6/21/2024,7/31/2024,"Software, DevOps, AirlineOperations, OptimizationStrategies, EfficiencyImprovements","Airline Operations Optimization Initiative (American Airlines): American Airlines is seeking candidates with expertise in airline operations, logistics, and optimization strategies. The initiative involves analyzing operational processes through a mathematical and computational lense, identifying efficiency improvements while maintaing safety of passengers, and running small-scale implementations of these strategies to optimize the overall performance of American Airlines' operations."
R5J1pf481csOhsXbZoWB,Delta Airlines,3200,Passenger Experience Enhancement Project,4/18/2024,6/14/2024,"UIUX, Frontend, CustomerExperience, PassengerJourney, ProcessOptimization","Passenger Experience Enhancement Project (Delta Airlines): Delta Airlines is looking for candidates with skills in customer experience, UX/UI design, and process optimization. The project focuses on enhancing the passenger experience, implementing improvements in services, and ensuring a seamless journey for Delta Airlines' customers. You are expected to design components for our webpage in ReactJS and the Ant-Design visual framework."
rUtreAvx8vpzJlOgWPq8,Jet Blue,5600,E-commerce and Booking Platform Upgrade Project,5/7/2023,1/28/2024,"WebDev, Ecommerce, SoftwareDevelopment, EcommerceUpgrade, UserFriendlyExperience","E-commerce and Booking Platform Upgrade Project (Jet Blue): Jet Blue is seeking candidates with experience in e-commerce platforms, booking systems, and software development. The project involves upgrading the e-commerce and booking platform, implementing new features, and ensuring a streamlined and user-friendly booking experience for Jet Blue customers. We are looking for a background in operations research and hands-on coding experience."
